BUG_ID,STATUS,BUG_REPORTER,PROJECT,COMPONENT,VERSION,HW,OS,PRIORITY,SEVERITY,ASSIGNEE,CHG_ASSIGNEE
82400,resolved:fixed,svenboden,birt,report,uns,pc,windows xp,P3,trivial,birtdatainbox,0
83104,resolved:fixed,thierrylach,birt,report,uns,all,all,P3,trivial,birtdatainbox,0
84818,resolved:fixed,thierrylach,birt,chart,uns,all,all,P3,normal,birtchartinbox,0
84890,resolved:fixed,thierrylach,birt,report,uns,all,all,P3,major,birtreportinbox,0
86240,closed:fixed,thomasschindl,birt,build,1,pc,all,P3,normal,junzhai,1
86242,resolved:fixed,thomasschindl,birt,data,uns,pc,all,P3,minor,haijiatong,1
86314,resolved:fixed,marcbatchelor,birt,data,uns,pc,windows xp,P3,normal,aniruddhashevade,1
86867,resolved:fixed,johnm.lema,birt,report,uns,pc,windows xp,P3,normal,wangqiangsheng,1
86994,resolved:fixed,danielmccarthy,birt,report,uns,pc,linux,P3,blocker,wangqiangsheng,1
87022,closed:fixed,scottrosenbaum,birt,report,uns,all,windows 2000,P3,minor,jianzhou,1
87048,resolved:fixed,mikethoma,birt,report,uns,pc,windows xp,P3,normal,birtreportinbox,0
87343,closed:fixed,scottrosenbaum,birt,report,uns,pc,windows 2000,P3,normal,birtreportinbox,0
87437,resolved:fixed,thierrylach,birt,report,uns,all,all,P3,normal,junzhai,1
87439,resolved:fixed,thierrylach,birt,report,uns,all,all,P3,normal,junzhai,1
87441,resolved:fixed,thierrylach,birt,report,uns,all,all,P3,normal,birtreportinbox,0
87611,closed:fixed,scottrosenbaum,birt,chart,uns,pc,windows 2000,P3,normal,birtchartinbox,0
87734,closed:fixed,scottrosenbaum,birt,chart,uns,pc,windows 2000,P3,normal,birtchartinbox,0
87735,closed:fixed,scottrosenbaum,birt,report,uns,pc,windows 2000,P3,normal,birtreportinbox,0
87803,resolved:fixed,edburnette,birt,reportdesigner,uns,pc,windows xp,P3,normal,wangqiangsheng,1
87804,closed:fixed,edburnette,birt,reportdesigner,uns,pc,windows xp,P3,normal,wangqiangsheng,1
87814,closed:fixed,scottrosenbaum,birt,report,uns,pc,windows 2000,P3,normal,yaohuama,1
87823,closed:fixed,scottrosenbaum,birt,chart,uns,all,all,P3,enhancement,zhiqiangqian,1
87827,resolved:duplicate,edburnette,birt,report,uns,pc,windows xp,P3,normal,birtreportinbox,0
87830,resolved:fixed,edburnette,birt,reportdesigner,uns,pc,windows xp,P3,normal,wangqiangsheng,1
87836,closed:fixed,scottrosenbaum,birt,report,uns,pc,windows 2000,P3,normal,junzhai,1
87952,resolved:duplicate,marcbatchelor,birt,report,uns,pc,windows xp,P3,normal,birtreportinbox,0
88482,resolved:fixed,thierrylach,birt,build,uns,all,all,P3,normal,xiaoyinggu,1
88531,closed:duplicate,scottrosenbaum,birt,data,uns,pc,windows 2000,P3,normal,birtdatainbox,0
88537,closed:fixed,scottrosenbaum,birt,data,uns,pc,windows 2000,P3,normal,birtdatainbox,0
88538,closed:fixed,scottrosenbaum,birt,data,uns,pc,windows 2000,P3,normal,roshanail,1
88539,closed:fixed,scottrosenbaum,birt,chart,uns,pc,windows 2000,P3,normal,milindpadhye,1
88541,closed:fixed,scottrosenbaum,birt,data,uns,pc,windows 2000,P3,normal,aniruddhashevade,1
88542,closed:fixed,scottrosenbaum,birt,chart,uns,pc,windows 2000,P3,normal,milindpadhye,1
88543,closed:fixed,scottrosenbaum,birt,report,uns,pc,windows 2000,P3,normal,sissizhu,1
88545,closed:fixed,scottrosenbaum,birt,reportdesigner,uns,pc,windows 2000,P3,enhancement,wenbinhe,1
88935,resolved:fixed,svenboden,birt,reportdesigner,uns,pc,windows xp,P3,normal,wangqiangsheng,1
89160,resolved:fixed,marcnunes,birt,report,uns,pc,windows xp,P3,blocker,qingweisong,1
89278,resolved:fixed,marcbatchelor,birt,report,uns,pc,windows xp,P3,normal,birtreportinbox,0
89545,resolved:fixed,mauromarson,birt,data,uns,pc,windows xp,P3,normal,garyxue,1
89583,resolved:fixed,thierrylach,birt,data,uns,all,all,P3,normal,birtdatainbox,0
89587,resolved:fixed,thierrylach,birt,report,uns,all,all,P3,normal,birtreportinbox,0
89706,resolved:fixed,thierrylach,birt,report,uns,all,all,P3,normal,tianminhuang,1
89829,resolved:fixed,thierrylach,birt,report,uns,all,all,P3,enhancement,ivyli,1
90305,resolved:fixed,aleksanderbandelj,birt,data,uns,pc,linux,P3,major,garyxue,1
90842,closed:invalid,aletheahannemann,birt,report,uns,pc,windows 2000,P3,major,sissizhu,1
90950,resolved:wontfix,sissizhu,birt,data,uns,pc,windows xp,P3,major,jluo,1
91077,resolved:duplicate,mikethoma,birt,data,uns,pc,windows xp,P3,normal,jluo,1
91079,closed:fixed,sissizhu,birt,reportengine,uns,pc,windows xp,P3,major,gangliu,1
91080,closed:fixed,sissizhu,birt,reportengine,uns,pc,windows xp,P5,normal,birtreportinbox,1
91232,resolved:fixed,marcbatchelor,birt,report,uns,pc,windows xp,P3,normal,birtreportinbox,0
91234,resolved:invalid,marcbatchelor,birt,data,uns,pc,windows xp,P3,normal,jluo,1
91321,resolved:fixed,marcbatchelor,birt,data,uns,pc,windows xp,P3,major,birtdatainbox,0
91425,resolved:fixed,andyhoffman,birt,report,uns,pc,windows 2000,P3,normal,linzhu,1
91430,resolved:fixed,paolopolce,birt,report,uns,pc,windows 2000,P3,normal,birtreportinbox,0
91648,resolved:fixed,marcbatchelor,birt,reportdesigner,uns,pc,windows xp,P3,normal,wangqiangsheng,1
91649,resolved:fixed,marcbatchelor,birt,reportdesigner,uns,pc,windows xp,P3,normal,wangqiangsheng,1
91653,resolved:fixed,emirrodriguez,birt,data,uns,pc,windows 2000,P3,normal,jluo,1
91673,resolved:fixed,marcbatchelor,birt,report,uns,pc,windows xp,P3,major,wangqiangsheng,1
91748,resolved:fixed,dmitry,birt,data,uns,pc,windows 2000,P3,normal,jluo,1
91827,resolved:fixed,marcbatchelor,birt,report,uns,pc,windows xp,P3,normal,davidmichonneau,1
91845,resolved:duplicate,dmitry,birt,report,uns,pc,windows 2000,P3,normal,birtreportinbox,0
91970,resolved:fixed,marcbatchelor,birt,report,uns,pc,windows xp,P3,normal,aniruddhashevade,1
92091,resolved:fixed,marcbatchelor,birt,report,uns,pc,windows xp,P3,normal,ivyli,1
92124,resolved:fixed,marcbatchelor,birt,data,uns,pc,windows xp,P3,major,linzhu,1
92126,resolved:fixed,marcbatchelor,birt,data,uns,pc,windows xp,P3,major,garyxue,1
92127,resolved:duplicate,marcbatchelor,birt,report,uns,pc,windows xp,P3,major,lindachan,1
92484,resolved:worksforme,patrickhatcher,birt,reportdesigner,uns,macintosh,mac os x - carbon (unsup.),P3,normal,hongchanglin,1
92908,resolved:fixed,eamonnmccloskey,birt,reportdesigner,uns,pc,windows 2000,P3,normal,wangqiangsheng,1
92909,resolved:fixed,eamonnmccloskey,birt,reportdesigner,uns,pc,windows 2000,P3,normal,wangqiangsheng,1
92921,resolved:fixed,eamonnmccloskey,birt,reportdesigner,uns,pc,windows 2000,P3,enhancement,wangqiangsheng,1
92941,resolved:fixed,davidtrainor,birt,report,uns,pc,windows xp,P3,normal,junzhai,1
93220,resolved:fixed,bobbytharrington,birt,data,uns,pc,all,P3,critical,mingxiawu,1
93780,resolved:fixed,ross,birt,data,uns,pc,windows xp,P3,normal,garyxue,1
94138,resolved:fixed,lfn,birt,chart,uns,pc,windows xp,P3,normal,davidmichonneau,1
94207,resolved:invalid,mikeboyersmith,birt,report,uns,pc,windows xp,P3,major,lindachan,1
94296,resolved:fixed,hankbirkdale,birt,chart,uns,pc,windows xp,P3,normal,milindpadhye,1
94417,resolved:fixed,mikeboyersmith,birt,report,uns,pc,windows xp,P3,normal,paulrogers,1
94526,closed:fixed,scottrosenbaum,birt,report,uns,pc,windows 2000,P3,enhancement,ivyli,1
94528,closed:fixed,scottrosenbaum,birt,data,uns,pc,windows 2000,P3,enhancement,garyxue,1
94534,closed:fixed,scottrosenbaum,birt,reportdesigner,uns,pc,windows 2000,P3,enhancement,wangqiangsheng,1
94538,closed:fixed,scottrosenbaum,birt,data,uns,pc,windows 2000,P3,enhancement,linzhu,1
94542,closed:invalid,scottrosenbaum,birt,data,uns,pc,windows 2000,P3,normal,jluo,1
94553,closed:fixed,scottrosenbaum,birt,reportdesigner,uns,pc,windows 2000,P3,enhancement,wangqiangsheng,1
94565,closed:fixed,scottrosenbaum,birt,reportdesigner,uns,pc,windows 2000,P3,enhancement,wangqiangsheng,1
94884,closed:fixed,scottrosenbaum,birt,reportdesigner,uns,pc,windows 2000,P3,enhancement,wangqiangsheng,1
94962,closed:fixed,sheldonleeloy,birt,chart,uns,pc,windows xp,P3,normal,davidmichonneau,1
94964,resolved:fixed,lfn,birt,chart,uns,pc,windows xp,P3,major,ivyli,1
94976,resolved:fixed,berndhofner,birt,report,1,all,all,P3,normal,junzhai,1
95230,closed:invalid,scottrosenbaum,birt,data,uns,pc,windows 2000,P3,minor,birtdatainbox,0
95593,resolved:fixed,nicktrown,birt,report,1,pc,windows xp,P3,normal,mingxiawu,1
95793,resolved:fixed,mikeboyersmith,birt,data,uns,pc,windows xp,P3,enhancement,garyxue,1
95859,closed:fixed,scottrosenbaum,birt,report,uns,pc,windows 2000,P3,normal,ivyli,1
95887,resolved:fixed,mohsensaboorian,birt,data,1,pc,windows xp,P3,normal,garyxue,1
95948,closed:fixed,scottrosenbaum,birt,data,uns,pc,windows 2000,P3,normal,garyxue,1
95983,closed:fixed,scottrosenbaum,birt,reportengine,uns,pc,windows 2000,P3,normal,weiyan,1
95990,closed:fixed,scottrosenbaum,birt,report,uns,pc,windows 2000,P3,normal,weiyan,1
96023,closed:fixed,scottrosenbaum,birt,report,uns,pc,windows 2000,P3,normal,rimakanguri,1
96024,closed:fixed,scottrosenbaum,birt,report,uns,pc,windows 2000,P3,normal,janetatchell,1
96025,closed:fixed,scottrosenbaum,birt,data,uns,pc,windows 2000,P3,normal,garyxue,1
96054,resolved:fixed,wins,birt,report,1,pc,windows xp,P3,normal,birtreportinbox,0
96099,resolved:fixed,martinebner,birt,reportdesigner,uns,pc,linux,P3,blocker,wangqiangsheng,1
96290,resolved:duplicate,michaelsueess,birt,report,uns,pc,windows 2000,P3,blocker,wangqiangsheng,1
96292,resolved:fixed,michaelsueess,birt,report,uns,pc,windows 2000,P3,normal,wangqiangsheng,1
96357,resolved:worksforme,thierrylach,birt,reportengine,uns,all,all,P3,normal,weiyan,1
96358,resolved:fixed,thierrylach,birt,data,uns,all,all,P3,normal,garyxue,1
96359,resolved:fixed,thierrylach,birt,chart,uns,all,all,P3,normal,sheldonleeloy,1
96360,resolved:fixed,thierrylach,birt,chart,uns,all,all,P3,normal,birtchartinbox,0
96361,resolved:fixed,thierrylach,birt,chart,uns,all,all,P3,normal,birtchartinbox,0
96362,resolved:fixed,thierrylach,birt,chart,uns,all,all,P3,normal,birtchartinbox,0
96364,resolved:fixed,thierrylach,birt,chart,uns,all,all,P3,normal,birtchartinbox,0
96367,resolved:fixed,thierrylach,birt,report,uns,all,all,P3,normal,junzhai,1
96368,resolved:fixed,thierrylach,birt,report,uns,all,all,P3,normal,junzhai,1
96369,resolved:fixed,thierrylach,birt,report,uns,all,all,P3,normal,junzhai,1
96483,closed:invalid,scottrosenbaum,birt,data,uns,pc,windows 2000,P3,blocker,garyxue,1
96555,resolved:fixed,paulclenahan,birt,data,1,pc,windows xp,P3,normal,haijiatong,1
96644,reopened:---,mikeboyersmith,birt,report,1,pc,windows xp,P5,enhancement,stanleywang,1
96922,resolved:worksforme,machengp,birt,reportengine,uns,pc,linux,P3,critical,weiyan,1
96923,resolved:invalid,machengp,birt,report,uns,pc,linux,P3,critical,birtreportinbox,0
97160,resolved:fixed,takaya,birt,data,1,pc,windows 2000,P3,normal,jluo,1
97425,resolved:fixed,kurtknippschild,birt,data,1,pc,windows 2000,P3,blocker,garyxue,1
97770,resolved:worksforme,alastairsteel,birt,reportdesigner,uns,macintosh,mac os x - carbon (unsup.),P3,normal,hongchanglin,1
97979,resolved:wontfix,scottrosenbaum,birt,documentation,1,pc,windows 2000,P3,normal,jasonweathersby,1
98036,resolved:invalid,machengp,birt,data,uns,pc,windows 2000,P3,normal,birtdatainbox,0
98257,resolved:fixed,davidtrainor,birt,chart,1,pc,windows xp,P3,normal,milindpadhye,1
98507,resolved:fixed,mohsensaboorian,birt,report,1,pc,windows xp,P3,enhancement,yasuodoshiro,1
98558,closed:fixed,davidtrainor,birt,build,1,pc,windows xp,P3,normal,junzhai,1
98632,resolved:duplicate,lfn,birt,report,1,pc,windows xp,P3,normal,weiyan,1
98661,resolved:fixed,martinlopez,birt,reportengine,1,pc,windows xp,P3,enhancement,weiyan,1
98822,closed:invalid,kurtrahstorfer,birt,reportdesigner,1,pc,windows xp,P3,normal,birtreportinbox,0
98891,resolved:invalid,abelmuiño,birt,data,1,pc,windows xp,P3,enhancement,garyxue,1
98895,resolved:fixed,abelmuiño,birt,data,1,pc,windows xp,P3,major,mingxiawu,1
98915,closed:invalid,domingoscreado,birt,data,1,pc,windows 2000,P3,blocker,mingxiawu,1
99041,resolved:fixed,pratikshah,birt,documentation,uns,pc,windows xp,P3,normal,wenfengli,1
99331,resolved:fixed,hesse,birt,chart,1,pc,windows xp,P3,normal,milindpadhye,1
99336,closed:fixed,hesse,birt,build,1,pc,windows xp,P3,normal,kenny.mo(jiezhong.mo),1
99479,resolved:fixed,kurtknippschild,birt,data,1,pc,windows 2000,P3,blocker,garyxue,1
99498,resolved:fixed,lfn,birt,reportviewer,1,pc,windows xp,P3,normal,junzhai,1
99589,resolved:duplicate,ludovicautaa,birt,data,1,pc,windows xp,P3,normal,mingxiawu,1
99872,resolved:fixed,lindachan,birt,dataaccess,1,pc,all,P3,enhancement,lindachan,1
99877,assigned:---,lindachan,birt,report,1,pc,all,P3,enhancement,lindachan,1
100058,resolved:fixed,jingmingma,birt,reportdesigner,1,pc,windows xp,P3,major,wangqiangsheng,1
100090,resolved:fixed,andreasschufft,birt,dataaccess,1,pc,windows xp,P3,major,jluo,1
100127,closed:invalid,hongxiawang,birt,reportdesigner,1,pc,windows xp,P3,minor,wangqiangsheng,1
100129,closed:invalid,hongxiawang,birt,reportengine,1,pc,windows xp,P3,trivial,yaohuama,1
100131,closed:invalid,hongxiawang,birt,report,1,pc,windows xp,P3,trivial,birtreportinbox,0
100224,resolved:invalid,natecuster,birt,reportengine,1,pc,linux,P3,normal,birtreportengineinbox,0
100354,closed:fixed,artolaurila,birt,reportdesigner,uns,pc,windows xp,P3,normal,linzhu,1
100406,resolved:fixed,lfn,birt,chart,1,pc,windows xp,P3,enhancement,zhiqiangqian,1
100407,resolved:fixed,lfn,birt,chart,1,pc,windows xp,P3,enhancement,zhiqiangqian,1
100495,closed:fixed,artolaurila,birt,dataaccess,uns,pc,windows xp,P3,normal,linzhu,1
100500,closed:duplicate,artolaurila,birt,reportdesigner,uns,pc,windows xp,P3,enhancement,birtreportdesigner,0
100501,closed:fixed,hongxiawang,birt,dataaccess,1,pc,windows xp,P3,major,linzhu,1
100507,reopened:---,artolaurila,birt,reportdesigner,uns,pc,windows xp,P3,normal,dazhenggao,1
100524,closed:fixed,artolaurila,birt,reportviewer,1,pc,windows xp,P3,minor,wangqiangsheng,1
100596,resolved:invalid,natecuster,birt,reportviewer,1,pc,linux,P3,normal,weiyan,1
100620,resolved:wontfix,davecramer,birt,reportdesigner,1,macintosh,mac os x - carbon (unsup.),P3,normal,hongchanglin,1
100739,closed:fixed,artolaurila,birt,reportdesigner,uns,pc,windows xp,P3,normal,yueqianwang,1
100746,closed:invalid,hongxiawang,birt,chart,1,pc,windows xp,P3,normal,zhiqiangqian,1
100758,closed:worksforme,artolaurila,birt,report,uns,pc,windows xp,P3,normal,birtreportinbox,0
100759,closed:fixed,hongxiawang,birt,report,1,pc,windows xp,P3,major,xuelanli,1
100785,closed:wontfix,hongxiawang,birt,reportdesigner,1,pc,windows xp,P3,enhancement,sanyongliu,1
100961,resolved:fixed,paulclenahan,birt,reportengine,1,all,windows xp,P3,enhancement,baoliangliu,1
100964,resolved:fixed,paulclenahan,birt,reportdesigner,1,pc,windows xp,P3,enhancement,wangqiangsheng,1
100965,resolved:fixed,paulclenahan,birt,reportdesigner,1,pc,windows xp,P3,enhancement,wangqiangsheng,1
100968,closed:fixed,paulclenahan,birt,testsuite,1,pc,windows xp,P3,enhancement,jianzhou,1
100987,resolved:duplicate,paulclenahan,birt,reportdesigner,1,pc,windows xp,P3,enhancement,hongchanglin,1
100990,resolved:fixed,paulclenahan,birt,build,1,pc,windows xp,P3,enhancement,suelee,1
100991,resolved:fixed,paulclenahan,birt,reportdesigner,1,pc,windows xp,P3,enhancement,dazhenggao,1
100999,closed:fixed,artolaurila,birt,reportdesigner,1,pc,windows xp,P3,enhancement,sanyongliu,1
101000,closed:fixed,artolaurila,birt,reportdesigner,uns,pc,windows xp,P3,enhancement,wangqiangsheng,1
101039,closed:fixed,davidmichonneau,birt,chart,1,pc,windows xp,P3,normal,zhiqiangqian,1
101179,closed:fixed,hongxiawang,birt,chart,1,pc,windows xp,P3,normal,zhiqiangqian,1
101185,closed:fixed,hongxiawang,birt,dataaccess,1,pc,windows xp,P3,major,linzhu,1
101187,closed:fixed,artolaurila,birt,chart,uns,pc,windows xp,P3,normal,zhiqiangqian,1
101216,resolved:fixed,andersw.tell,birt,reportengine,1,pc,windows xp,P5,normal,qingweisong,1
101217,resolved:fixed,andersw.tell,birt,reportengine,1,pc,windows xp,P3,normal,qingweisong,1
101280,resolved:worksforme,jingmingma,birt,reportengine,1,pc,windows xp,P5,major,birtreportengineinbox,0
101361,resolved:fixed,craigsetera,birt,reportengine,1,all,all,P3,normal,gangliu,1
101362,resolved:invalid,craigsetera,birt,reportengine,1,pc,windows xp,P3,normal,birtreportengineinbox,0
101369,resolved:fixed,billbrooks,birt,reportengine,1,pc,windows 2000,P5,normal,qingweisong,1
101372,resolved:fixed,billbrooks,birt,dataaccess,1,pc,windows 2000,P3,enhancement,linzhu,1
101375,resolved:fixed,billbrooks,birt,reportengine,1,pc,windows 2000,P3,normal,qingweisong,1
101403,closed:fixed,artolaurila,birt,reportdesigner,uns,pc,windows xp,P3,critical,wangqiangsheng,1
101407,closed:fixed,lixingyao,birt,reportdesigner,1,pc,windows xp,P3,major,birtreportdesigner,0
101409,closed:fixed,artolaurila,birt,data,uns,pc,windows xp,P3,normal,birtdatainbox,1
101416,closed:fixed,sissizhu,birt,build,1,pc,windows xp,P3,enhancement,janetatchell,1
101450,resolved:fixed,joerybacki,birt,converters,uns,pc,windows xp,P3,major,yuchen,1
101502,verified:duplicate,paulclenahan,birt,reportengine,1,all,all,P3,normal,junouyang,1
101553,resolved:duplicate,rickspickelmier,birt,data,1,pc,windows xp,P3,major,jluo,1
101559,resolved:invalid,mikeboyersmith,birt,reportviewer,1,pc,windows xp,P3,normal,weiyan,1
101568,resolved:fixed,rimakanguri,birt,data,1,all,windows 2000,P3,major,linzhu,1
101580,resolved:invalid,robroland,birt,reportdesigner,1,pc,windows xp,P3,critical,wangqiangsheng,1
101582,closed:invalid,artolaurila,birt,documentation,uns,pc,windows xp,P3,critical,dazhenggao,1
101585,closed:wontfix,hongxiawang,birt,report,1,pc,windows xp,P3,minor,ivyli,1
101586,closed:fixed,hongxiawang,birt,reportdesigner,1,pc,windows xp,P3,normal,yulinwang,1
101592,closed:invalid,hongxiawang,birt,reportdesigner,1,pc,windows xp,P3,minor,birtreportdesigner,0
101595,closed:fixed,artolaurila,birt,reportdesigner,uns,pc,windows xp,P3,normal,birtreportdesigner,0
101646,closed:fixed,sheldonleeloy,birt,chart,1,pc,windows xp,P3,enhancement,zhiqiangqian,1
101648,closed:fixed,sheldonleeloy,birt,chart,1,pc,windows xp,P3,enhancement,zhiqiangqian,1
101651,closed:fixed,sheldonleeloy,birt,chart,1,pc,windows xp,P3,enhancement,zhiqiangqian,1
101655,closed:fixed,sheldonleeloy,birt,chart,1,pc,windows xp,P3,enhancement,zhiqiangqian,1
101665,closed:duplicate,sheldonleeloy,birt,chart,1,pc,windows xp,P3,enhancement,davidmichonneau,1
101667,closed:fixed,sheldonleeloy,birt,chart,1,pc,windows xp,P3,enhancement,zhiqiangqian,1
101685,resolved:fixed,aniruddhashevade,birt,reportengine,1,pc,windows 2000,P3,major,gangliu,1
101751,resolved:fixed,stanleywang,birt,reportengine,1,all,all,P3,normal,gangliu,0
101806,closed:fixed,artolaurila,birt,chart,uns,pc,windows xp,P3,normal,zhiqiangqian,1
101809,closed:invalid,liwenchen,birt,chart,uns,pc,windows xp,P5,normal,zhiqiangqian,1
101810,closed:fixed,hongxiawang,birt,data,1,pc,windows xp,P3,normal,haijiatong,1
101812,closed:fixed,liwenchen,birt,reportdesigner,uns,pc,windows xp,P3,normal,yulinwang,1
101813,closed:fixed,artolaurila,birt,data,uns,pc,windows xp,P3,enhancement,haijiatong,1
101814,closed:worksforme,liwenchen,birt,reportdesigner,uns,pc,windows xp,P5,minor,dazhenggao,1
101818,closed:fixed,liwenchen,birt,reportdesigner,1,pc,windows xp,P3,normal,sanyongliu,1
101819,closed:duplicate,liwenchen,birt,reportdesigner,uns,pc,windows xp,P3,normal,yueqianwang,1
101821,closed:fixed,liwenchen,birt,reportdesigner,uns,pc,windows xp,P3,enhancement,wangqiangsheng,1
101825,closed:fixed,liwenchen,birt,report,uns,pc,windows xp,P3,normal,yueqianwang,1
101826,closed:fixed,lixingyao,birt,dataaccess,uns,pc,windows xp,P3,minor,jluo,1
101827,closed:fixed,hongxiawang,birt,chart,1,pc,windows xp,P3,trivial,zhiqiangqian,1
101830,closed:invalid,artolaurila,birt,testsuite,uns,pc,windows xp,P3,normal,artolaurila,1
101832,closed:fixed,shashahu,birt,report,uns,pc,windows xp,P3,major,ivyli,1
101836,closed:fixed,artolaurila,birt,data,uns,pc,windows xp,P3,normal,haijiatong,1
101837,closed:invalid,hongxiawang,birt,reportengine,1,pc,windows xp,P3,minor,tianminhuang,1
101838,closed:fixed,artolaurila,birt,dataaccess,uns,pc,windows xp,P3,major,haijiatong,1
101844,resolved:worksforme,artolaurila,birt,reportdesigner,uns,pc,windows 2000,P5,normal,dazhenggao,1
101852,closed:fixed,shashahu,birt,data,uns,pc,windows xp,P3,minor,linzhu,1
101855,closed:fixed,hongxiawang,birt,chart,1,pc,windows xp,P3,trivial,zhiqiangqian,1
101856,closed:fixed,liwenchen,birt,data,uns,pc,windows xp,P3,normal,mingxiawu,1
101859,closed:fixed,sissizhu,birt,dataaccess,1,pc,windows xp,P3,normal,linzhu,1
101864,closed:fixed,shashahu,birt,data,uns,pc,windows xp,P2,normal,ivyli,1
101865,closed:duplicate,liwenchen,birt,data,uns,pc,windows xp,P3,normal,haijiatong,1
101868,closed:fixed,hongxiawang,birt,chart,1,pc,windows xp,P3,normal,zhiqiangqian,1
101960,closed:fixed,lixingyao,birt,reportdesigner,uns,pc,windows xp,P3,minor,ninali,1
101967,closed:invalid,sissizhu,birt,reportdesigner,1,pc,windows xp,P3,major,birtreportdesigner,0
101969,closed:fixed,sissizhu,birt,documentation,1,pc,windows xp,P3,normal,janetatchell,1
101970,closed:fixed,artolaurila,birt,reportviewer,uns,pc,windows xp,P3,normal,junzhai,1
101971,resolved:fixed,yaohuama,birt,reportengine,2,pc,windows xp,P5,normal,yuchen,1
101972,closed:fixed,liwenchen,birt,reportdesigner,uns,pc,windows xp,P3,major,wangqiangsheng,1
101973,closed:fixed,lixingyao,birt,reportdesigner,uns,pc,windows xp,P3,minor,dazhenggao,1
101976,closed:fixed,artolaurila,birt,data,uns,pc,windows xp,P3,normal,linzhu,1
101977,closed:fixed,sissizhu,birt,documentation,1,pc,windows xp,P3,major,rimakanguri,1
101981,closed:fixed,artolaurila,birt,reportdesigner,uns,pc,windows xp,P3,normal,birtreportdesigner,0
101982,closed:fixed,fangxu,birt,chart,1,pc,windows xp,P3,normal,yasuodoshiro,1
101984,resolved:wontfix,fangxu,birt,reportdesigner,1,pc,windows xp,P5,normal,dazhenggao,1
101985,closed:fixed,artolaurila,birt,reportdesigner,uns,pc,windows xp,P3,enhancement,yueqianwang,1
101986,resolved:fixed,zhiqiangqian,birt,data,2,all,all,P5,enhancement,garyxue,1
101991,closed:invalid,artolaurila,birt,reportdesigner,uns,pc,windows xp,P3,enhancement,birtreportdesigner,0
101994,closed:fixed,artolaurila,birt,reportviewer,uns,pc,windows xp,P3,normal,junzhai,1
101995,closed:invalid,liwenchen,birt,reportengine,uns,pc,windows xp,P3,major,baoliangliu,1
101997,closed:invalid,artolaurila,birt,reportdesigner,uns,pc,windows xp,P3,enhancement,zhiqiangqian,1
102003,closed:fixed,artolaurila,birt,report,uns,pc,windows xp,P3,normal,wangqiangsheng,1
102126,resolved:fixed,fengli,birt,chart,uns,pc,windows xp,P2,major,zhiqiangqian,1
102128,closed:fixed,zhiqiangqian,birt,data,1,all,all,P3,enhancement,jluo,1
102131,resolved:fixed,zhiqiangqian,birt,data,2,all,all,P3,enhancement,linzhu,1
102233,resolved:fixed,donfrench,birt,reportviewer,1,pc,windows xp,P3,normal,wenbinhe,1
102238,resolved:fixed,davidkim,birt,reportdesigner,1,pc,windows server 2003,P3,normal,wangqiangsheng,1
102240,verified:fixed,davidkim,birt,reportdesigner,1,pc,windows server 2003,P3,normal,ninali,1
102241,resolved:fixed,davidkim,birt,converters,1,pc,all,P5,normal,yuchen,1
102245,closed:fixed,hongxiawang,birt,reportdesigner,1,pc,windows xp,P3,minor,yulinwang,1
102250,resolved:fixed,artolaurila,birt,reportengine,uns,pc,windows xp,P5,normal,tianminhuang,1
102251,closed:invalid,artolaurila,birt,reportdesigner,uns,pc,windows xp,P3,normal,junzhai,1
102253,closed:fixed,hongxiawang,birt,reportengine,1,pc,windows xp,P3,minor,tianminhuang,1
102254,closed:fixed,shashahu,birt,reportdesigner,uns,pc,windows xp,P3,normal,dazhenggao,1
102261,closed:invalid,artolaurila,birt,reportviewer,uns,pc,windows xp,P3,enhancement,junzhai,1
102275,closed:duplicate,hongxiawang,birt,reportengine,1,pc,windows xp,P3,minor,baoliangliu,1
102277,resolved:fixed,lixingyao,birt,reportengine,uns,pc,windows xp,P3,enhancement,gangliu,1
102291,resolved:fixed,philipperostaingtayard,birt,reportdesigner,1,pc,linux-motif,P3,normal,sanyongliu,1
102317,resolved:duplicate,nathanmckeown,birt,reportengine,1,pc,windows 2000,P3,normal,birtreportengineinbox,0
102349,resolved:fixed,steveyokanovich,birt,data,2,all,all,P3,enhancement,mingxiawu,1
102393,closed:fixed,sheldonleeloy,birt,chart,1,all,all,P3,enhancement,zhiqiangqian,1
102397,closed:fixed,sheldonleeloy,birt,chart,1,pc,windows xp,P3,enhancement,zhiqiangqian,1
102405,resolved:fixed,matthews.ring,birt,dataaccess,1,pc,windows xp,P3,major,haijiatong,1
102417,resolved:wontfix,renukakanna,birt,chart,1,pc,windows xp,P3,normal,davidmichonneau,0
102431,closed:fixed,hongxiawang,birt,reportdesigner,1,pc,windows xp,P3,enhancement,yueqianwang,1
102432,closed:fixed,artolaurila,birt,reportviewer,uns,pc,windows xp,P3,normal,junzhai,1
102433,closed:fixed,artolaurila,birt,reportviewer,uns,pc,windows xp,P3,normal,birtreportviewer,0
102435,closed:fixed,hongxiawang,birt,data,1,pc,windows xp,P3,normal,linzhu,1
102436,resolved:fixed,garyxue,birt,report,1,pc,windows 2000,P2,major,jiayingliu,1
102437,closed:fixed,hongxiawang,birt,reportdesigner,1,pc,windows xp,P3,minor,birtreportdesigner,0
102438,closed:fixed,artolaurila,birt,reportdesigner,uns,pc,windows xp,P3,enhancement,yueqianwang,1
